synonym_id,node_id,domain,subfield,knowledge_point,surface_form,surface_type,language,stage_label,notes
SYN-0147,HKG-NODE-NODE-NODE-65,代数,不等式,求解一元一次不等式组，并确定其公共解集,一元一次不等式组,textbook_phrase,zh,Grade 7 semester 2,来源标题直接支持的对象名；单独出现时也可能指概念或单元标题，不一定特指“求解并确定公共解集”。
SYN-0148,HKG-NODE-NODE-NODE-76,代数,整式,因式分解,因式分解,canonical,zh,Grade 8 semester 1,规范知识点名称，指把多项式化为几个整式的积。
SYN-0149,HKG-NODE-NODE-NODE-76,代数,整式,因式分解,分解因式,variant,zh,Grade 8 semester 1,与“因式分解”同义的常用教材表述。
SYN-0150,HKG-NODE-NODE-NODE-76,代数,整式,因式分解,多项式因式分解,variant,zh,Grade 8 semester 1,较明确地点出对象是多项式，和本节点范围一致。
SYN-0151,HKG-NODE-NODE-NODE-77,代数,整式,整式的乘除与因式分解,整式的乘除与因式分解,canonical,zh,Grade 8 semester 1,聚合型单元名称，涵盖整式乘法、整式除法与因式分解。
SYN-0152,HKG-NODE-NODE-NODE-77,代数,整式,整式的乘除与因式分解,整式的乘除与分解因式,variant,zh,Grade 8 semester 1,与规范名同义，保留来源中的并列表达。
SYN-0154,HKG-NODE-NODE-NODE-85,代数,分式,分式的约分,分式的约分,canonical,zh,Grade 8 semester 1,规范知识点名称，指在代数式情境下利用公因式化简分式。
SYN-0155,HKG-NODE-NODE-NODE-85,代数,分式,分式的约分,分式约分,variant,zh,Grade 8 semester 1,常见简写表达，与规范名同义。
SYN-0157,HKG-NODE-NODE-NODE-86,代数,分式,分式的通分,分式的通分,canonical,zh,Grade 8 semester 1,规范知识点名称，指选取适当公分母，把分式化为同分母分式。
SYN-0158,HKG-NODE-NODE-NODE-86,代数,分式,分式的通分,分式通分,variant,zh,Grade 8 semester 1,常见简写表达，与规范名同义。
SYN-0160,HKG-NODE-NODE-NODE-90,代数,分式,分式方程的求解,分式方程的求解,canonical,zh,Grade 8 semester 1,规范知识点名称，强调求解过程与结果。
SYN-0161,HKG-NODE-NODE-NODE-90,代数,分式,分式方程的求解,解分式方程,variant,zh,Grade 8 semester 1,常见动宾式表述，与规范名同义。
SYN-0163,HKG-NODE-NODE-NODE-90,代数,分式,分式方程的求解,求解分式方程,textbook_phrase,zh,Grade 8 semester 1,与规范名同义的常见教材标题式表达。
SYN-0164,HKG-NODE-NODE-NODE-93,代数,分式,分式方程及其求解,分式方程及其求解,canonical,zh,Grade 8 semester 1,规范知识点名称，兼顾对象识别与求解。
SYN-0168,HKG-NODE-NODE-NODE-98,代数,根式,二次根式,二次根式,canonical,zh,Grade 8 semester 2,规范知识点名称，表示对二次根式对象本身的认识。
SYN-0169,HKG-NODE-NODE-NODE-98,代数,根式,二次根式,二次根式概念,variant,zh,Grade 8 semester 2,强调概念层面，适合与运算内容区分。
SYN-0170,HKG-NODE-NODE-NODE-98,代数,根式,二次根式,二次根式基础,variant,zh,Grade 8 semester 2,较口语化，通常指入门性内容；边界比规范名更模糊。
SYN-0172,HKG-NODE-NODE-NODE-100,代数,根式,二次根式及其运算,二次根式及其运算,canonical,zh,Grade 8 semester 2,聚合型单元名称，包含二次根式对象及其相关运算。
SYN-0173,HKG-NODE-NODE-NODE-100,代数,根式,二次根式及其运算,二次根式单元,variant,zh,Grade 8 semester 2,用于指称该主题单元，范围比细粒度知识点更宽。
SYN-0174,HKG-NODE-NODE-NODE-100,代数,根式,二次根式及其运算,二次根式与运算,variant,zh,Grade 8 semester 2,与规范名近义的并列式表达。
SYN-0176,HKG-NODE-NODE-NODE-102,代数,函数,一次函数图像的作法与识别,一次函数图像的作法与识别,canonical,zh,Grade 8 semester 2,规范知识点名称，覆盖一次函数图像的作图与由图像或解析式进行基本识别。
SYN-0177,HKG-NODE-NODE-NODE-102,代数,函数,一次函数图像的作法与识别,一次函数的图像,variant,zh,Grade 8 semester 2,常见教材表述；单独出现时可能仅指图像性质介绍，也可能包含作图。
SYN-0178,HKG-NODE-NODE-NODE-102,代数,函数,一次函数图像的作法与识别,一次函数图像,variant,zh,Grade 8 semester 2,简写形式；可能指图像对象、图像性质或图像作法，需结合上下文。
SYN-0179,HKG-NODE-NODE-NODE-102,代数,函数,一次函数图像的作法与识别,y=kx+b的图像,formula,mixed,Grade 8 semester 2,以解析式指代一次函数图像；默认讨论k、b为常数且对应直线图像。
SYN-0181,HKG-NODE-NODE-NODE-104,代数,函数,一次函数的概念与解析式形式,一次函数的概念与解析式形式,canonical,zh,Grade 8 semester 2,节点规范名；范围偏向一次函数的对象识别与解析式形式，不自动包含图像性质全范围。
SYN-0182,HKG-NODE-NODE-NODE-104,代数,函数,一次函数的概念与解析式形式,一次函数,variant,zh,Grade 8 semester 2,常用简称，但在教材中也可能泛指包含图像、性质、应用的整个单元；此处仅挂接到概念与解析式形式这一较窄范围，存在范围偏宽歧义。
SYN-0184,HKG-NODE-NODE-NODE-104,代数,函数,一次函数的概念与解析式形式,y=kx+b,formula,symbolic,Grade 8 semester 2,一次函数常见解析式形式。若教材要求附带系数条件，通常需排除退化情形；当前来源未稳定支持精确条件表述。
SYN-0185,HKG-NODE-NODE-NODE-104,代数,函数,一次函数的概念与解析式形式,形如y=kx+b的函数,textbook_phrase,zh,Grade 8 semester 2,用于识别一次函数解析式形式的常见表述；可能与“正比例函数是b=0的特例”形成边界关联。
SYN-0186,HKG-NODE-NODE-NODE-108,代数,函数,正比例函数,正比例函数,canonical,zh,Grade 8 semester 2,作为单元级或对象级表层形式，可能覆盖概念、图像、性质、应用等完整范围。
SYN-0187,HKG-NODE-NODE-NODE-108,代数,函数,正比例函数,成正比例的函数,variant,zh,Grade 8 semester 2,与正比例函数常互指，但在语言使用中也可能是关系描述，不一定严格指向课程节点边界。
SYN-0188,HKG-NODE-NODE-NODE-108,代数,函数,正比例函数,y=kx型函数,textbook_phrase,mixed,Grade 8 semester 2,用于识别正比例函数的常见形式化说法；通常默认k不为0，但当前来源未稳定支持完整条件。
SYN-0189,HKG-NODE-NODE-NODE-108,代数,函数,正比例函数,y=kx,formula,symbolic,Grade 8 semester 2,正比例函数的典型解析式。单独公式有时也可能仅表示某一个具体函数，不必然指整个知识点。
SYN-0190,HKG-NODE-NODE-NODE-109,代数,函数,正比例函数的概念,正比例函数的概念,canonical,zh,Grade 8 semester 2,规范名，较节点108更窄，聚焦定义与识别。
SYN-0191,HKG-NODE-NODE-NODE-109,代数,函数,正比例函数的概念,正比例函数,variant,zh,Grade 8 semester 2,高频表层形式，但也可能指整个对象学习范围，而非仅“概念”。与节点108范围有重叠歧义。
SYN-0192,HKG-NODE-NODE-NODE-109,代数,函数,正比例函数的概念,y=kx型函数,textbook_phrase,mixed,Grade 8 semester 2,可用于概念识别；与节点108同样适配，因而存在概念节点与总节点竞争。
SYN-0193,HKG-NODE-NODE-NODE-109,代数,函数,正比例函数的概念,形如y=kx的函数,textbook_phrase,mixed,Grade 8 semester 2,常见定义式表述，通常需配合系数条件理解。
SYN-0194,HKG-NODE-NODE-Y-KX-B-B-0-Y-KX,代数,函数,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,canonical,mixed,Grade 8 semester 2,规范名，强调包含关系与形式特例。
SYN-0195,HKG-NODE-NODE-Y-KX-B-B-0-Y-KX,代数,函数,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,正比例函数是特殊的一次函数,variant,zh,Grade 8 semester 2,高频关系表述，语义与规范名一致，但未显式写出b=0条件。
SYN-0196,HKG-NODE-NODE-Y-KX-B-B-0-Y-KX,代数,函数,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,一次函数与正比例函数的包含关系,variant,zh,Grade 8 semester 2,强调集合关系，不涉及图像性质。
SYN-0197,HKG-NODE-NODE-Y-KX-B-B-0-Y-KX,代数,函数,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,一次函数和正比例函数的关系,variant,zh,Grade 8 semester 2,常见但较宽泛，也可能被理解为图像、性质等多方面比较；此处仅限包含关系与式形辨析。
SYN-0198,HKG-NODE-NODE-Y-KX-B-B-0-Y-KX,代数,函数,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,b=0时一次函数成为正比例函数,textbook_phrase,mixed,Grade 8 semester 2,直接点出特例判定条件。
SYN-0199,HKG-NODE-NODE-Y-KX-B-B-0-Y-KX,代数,函数,正比例函数是一次函数的特殊情形；一次函数 y=kx+b 在 b=0 时成为正比例函数 y=kx,y=kx+b在b=0时为y=kx,formula,symbolic,Grade 8 semester 2,形式化表达两类函数的特例关系；单独使用时更像命题而非知识点名称。
SYN-0200,HKG-NODE-NODE-Y-KX-B-B-0,代数,函数,正比例函数是一类特殊的一次函数；一次函数 y=kx+b 在 b=0 时成为正比例函数,正比例函数是一类特殊的一次函数；一次函数 y=kx+b 在 b=0 时成为正比例函数,canonical,mixed,Grade 8 semester 2,与另一关系节点高度近似，差别主要在规范名措辞。
SYN-0201,HKG-NODE-NODE-Y-KX-B-B-0,代数,函数,正比例函数是一类特殊的一次函数；一次函数 y=kx+b 在 b=0 时成为正比例函数,一次函数与正比例函数的关系,variant,zh,Grade 8 semester 2,常见关系表述，但与节点HKG-NODE-NODE-Y-KX-B-B-0-Y-KX完全重叠可能性很高。
SYN-0202,HKG-NODE-NODE-Y-KX-B-B-0,代数,函数,正比例函数是一类特殊的一次函数；一次函数 y=kx+b 在 b=0 时成为正比例函数,正比例函数与一次函数的关系,variant,zh,Grade 8 semester 2,与上一表述同义，仅语序不同。
SYN-0203,HKG-NODE-NODE-Y-KX-B-B-0,代数,函数,正比例函数是一类特殊的一次函数；一次函数 y=kx+b 在 b=0 时成为正比例函数,正比例函数是特殊的一次函数,variant,zh,Grade 8 semester 2,高频表述，与另一关系节点同义重叠明显。
SYN-0204,HKG-NODE-NODE-Y-KX-B-B-0,代数,函数,正比例函数是一类特殊的一次函数；一次函数 y=kx+b 在 b=0 时成为正比例函数,一次函数和正比例函数的联系,variant,zh,Grade 8 semester 2,“联系”比“关系”更宽，可能被理解为性质比较；此处仅限特例与包含关系。
SYN-0206,HKG-NODE-NODE-NODE-110,代数,方程,一元二次方程的求解,一元二次方程的求解,canonical,zh,Grade 9 semester 1,规范名，聚焦求根活动和解法总主题。
SYN-0207,HKG-NODE-NODE-NODE-110,代数,方程,一元二次方程的求解,一元二次方程求解,variant,zh,Grade 9 semester 1,去“的”后的等义写法。
SYN-0208,HKG-NODE-NODE-NODE-110,代数,方程,一元二次方程的求解,解一元二次方程,variant,zh,Grade 9 semester 1,常用任务型表述。
SYN-0209,HKG-NODE-NODE-NODE-110,代数,方程,一元二次方程的求解,求一元二次方程的解,textbook_phrase,zh,Grade 9 semester 1,动作导向表述，语义与求解节点一致。
SYN-0211,HKG-NODE-NODE-NODE-111,代数,方程,一元二次方程求解,一元二次方程求解,canonical,zh,Grade 9 semester 1,规范名，与节点110几乎同义，仅语序和虚词差异。
SYN-0212,HKG-NODE-NODE-NODE-111,代数,方程,一元二次方程求解,解一元二次方程,variant,zh,Grade 9 semester 1,任务型表述，与节点110高度重叠。
SYN-0213,HKG-NODE-NODE-NODE-111,代数,方程,一元二次方程求解,一元二次方程的求解,variant,zh,Grade 9 semester 1,与节点110规范名一致的等义说法。
SYN-0214,HKG-NODE-NODE-NODE-111,代数,方程,一元二次方程求解,求一元二次方程的解,textbook_phrase,zh,Grade 9 semester 1,与求解主题一致，但不能区分节点110与111。
SYN-0215,HKG-NODE-NODE-Y-AX-2-BX-C-A-0,代数,函数,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,canonical,mixed,Grade 9 semester 1,规范名，聚焦概念识别与一般解析式。
SYN-0216,HKG-NODE-NODE-Y-AX-2-BX-C-A-0,代数,函数,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,二次函数,variant,zh,Grade 9 semester 1,初中阶段常默认指一元二次函数，但在更广数学语境中可泛指更一般二次函数，存在外延偏宽。
SYN-0217,HKG-NODE-NODE-Y-AX-2-BX-C-A-0,代数,函数,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,一元二次函数,variant,zh,Grade 9 semester 1,高频对象名，但也可能指整个单元对象而非仅概念与一般式；与近重复节点存在竞争。
SYN-0218,HKG-NODE-NODE-Y-AX-2-BX-C-A-0,代数,函数,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,形如y=ax^2+bx+c（a≠0）的函数,textbook_phrase,mixed,Grade 9 semester 1,定义式表述，直接对应一般形式。
SYN-0219,HKG-NODE-NODE-Y-AX-2-BX-C-A-0,代数,函数,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,y=ax^2+bx+c,formula,symbolic,Grade 9 semester 1,一般式裸写；若不附a≠0条件，会与一次函数或其他退化情形边界不清。
SYN-0220,HKG-NODE-NODE-Y-AX-2-BX-C-A-0,代数,函数,一元二次函数的概念与解析式y=ax^2+bx+c（a≠0）,y=ax^2+bx+c（a≠0）,formula,symbolic,Grade 9 semester 1,更完整的一般式表层，适于识别节点范围。
SYN-0221,HKG-NODE-NODE-Y-AX-BX-C-A-0,代数,函数,一元二次函数的概念与一般形式（y=ax²+bx+c，a≠0）,一元二次函数的概念与一般形式（y=ax²+bx+c，a≠0）,canonical,mixed,Grade 9 semester 1,规范名；与相邻节点在范围上几乎完全重合，仅公式排版不同。
